pep length_3,pep length_4,pep length_5,pep length_8,pep length_9,pep length_10,APBS_Ligand,CHARMM,ElectDD,PLANTS_CHEMPLP,PLANTS_CHEMPLP_NORM_WEIGHT,PLANTS_CHEMPLP_RB_PEN_NORM_CRT_HEVATOMS,PLANTS_CHEMPLP_NORM_CONTACT,RPScore_Norm_LigContacts,RPScore_LigContacts,RPScore_RecContacts,XS_HPScore,XS_HSScore,DPSA1,PPSA1,MOMI-Z,PBF,PNSA1:nrb,WNSA2:nrb,RNCS:nrb,RPCS:nha,RPCS:nrb,MOMI-Z:nrb,Region 1,psi_prob
1,0,0,0,0,0,-600.347229,1838.57251,-115.368073,-86.587097,-0.228147,-17.984501,-2.70585,-0.326667,3,24,6.16,6.14,325.2824069906771,507.1985557519639,2746.331700808917,0.7065131325970229,10.10645270896038,-25.64242391126176,10.8219054485975,8.813891564888264,12.241516062344813,152.57398337827317,1.0,0.011405469471014
1,0,0,0,0,0,-529.054382,211.640167,-145.128311,-86.227402,-0.227199,-17.8615,-2.78153,-0.35,3,21,6.16,6.16,287.1551894809034,467.52233001580674,2510.758025244112,0.9107607314664384,10.02039669638352,-23.903123054079384,10.978404442792693,13.960393765995432,19.38943578610477,139.4865569580062,0.0,0.0008235439478564
1,0,0,0,0,0,-628.969971,2440.515869,36.551155,-82.305,-0.216864,-16.5201,-2.8381,-0.146667,3,22,6.22,6.17,265.8020671544491,464.6152014524355,3103.448089227875,0.8474681347982522,11.04517412766591,-26.979593007195625,13.0676660152985,13.940131946306035,19.36129436986949,172.41378273488192,1.0,0.0074163518376625
1,0,0,0,0,0,-557.013855,-30.821449,-100.09343,-84.2565,-0.222006,-17.1875,-2.80855,-0.323333,3,23,6.21,6.14,302.78368839965106,480.9066454967977,3090.925618133316,0.8544046398588805,9.89571983873037,-24.0116013521554,13.0676660152985,10.151171664388553,14.098849533872986,171.7180898962953,0.0,0.0007907927777035
1,0,0,0,0,0,-691.841919,151.078812,-170.148041,-80.725403,-0.212702,-15.9799,-2.60404,-0.183333,3,19,6.07,6.16,269.7726476924155,441.8862456636541,1950.203189639778,0.9984949299751816,9.5618665539577,-21.616219870885217,14.19445877350388,9.482531614638408,13.1701827981089,108.34462164665432,0.0,0.0008734379595389
1,0,0,0,0,0,-635.510071,271.526947,-110.239113,-89.401901,-0.235563,-18.947201,-2.70915,-0.273333,3,22,6.14,6.05,301.8974421622212,480.57631120823015,2742.973880366849,1.27162760383436,9.926603835889388,-24.0947847628938,13.059841065588742,5.815142250857313,8.076586459524046,152.3874377981583,1.0,0.0080755047662781
1,0,0,0,0,0,-557.501038,1589.470581,-9.592649,-81.803001,-0.215541,-16.3484,-2.55634,-0.316667,3,23,6.2,6.19,281.1447300601035,473.3320640357552,2710.2740247592023,0.8915070150821327,10.677074109758427,-26.16265328720177,11.189678084956205,7.395564186630382,10.271616925875527,150.570779153289,0.0,0.0016069426256334
1,0,0,0,0,0,-547.585205,9379.404297,-110.318787,-77.360703,-0.203836,-14.8292,-2.49551,-0.103333,3,20,6.01,5.79,318.48112438235825,464.11284161308686,1846.8997762689305,0.9297057216778508,8.090650957262701,-18.163528062265303,12.92681692052283,11.873426337987407,16.4908699138714,102.6055431260517,0.0,0.0052371237998252
1,0,0,0,0,0,-545.450623,29.610281,-114.817436,-93.569702,-0.246545,-20.372499,-2.92405,-0.34,3,22,6.12,6.08,287.34770544292377,471.383514545363,2380.891220376241,0.9705302685284796,10.22421161680218,-24.672768366742236,13.66236219324023,8.813891564888264,12.241516062344813,132.27173446534673,0.0,0.0063264990839536
1,0,0,0,0,0,-686.153809,681.73938,-153.390701,-85.950897,-0.22647,-17.767,-2.77261,-0.476667,3,21,6.14,6.22,250.9201844456565,439.5344267876428,1960.489344718268,1.1738600481923638,10.478569018999236,-24.23445360726927,14.233583522052678,9.745935270600588,13.53602120916748,108.91607470657044,1.0,0.0074194942389218
1,0,0,0,0,0,-647.072205,560.235107,-98.020119,-72.966904,-0.192259,-13.3265,-2.5161,-0.473333,3,22,5.99,6.03,295.11679598282853,469.4619070389174,2059.455772854617,1.0538238815938517,9.685839503116048,-22.95946612613088,14.648305856669936,0.0607854590681949,0.0844242487058262,114.41420960303428,0.0,0.0116048729399164
1,0,0,0,0,0,-573.164124,79.279015,-103.6763,-71.386703,-0.188095,-12.7861,-2.37956,0.003333,3,23,6.09,6.0,281.33984779181446,451.89755258150205,2549.480235772721,0.826384585220702,9.475428043871531,-21.715797720942195,10.657581504692551,11.285833566994858,15.674768843048415,141.63779087626227,0.0,0.0007647002482237
1,0,0,0,0,0,-605.766846,9508.240234,-81.906311,-78.102997,-0.205792,-15.083,-2.51945,-0.363333,3,22,6.19,6.02,294.90793857676783,474.2273933599261,2757.332336475158,0.9472566598963552,9.962191932397682,-23.97178861568229,9.53078874648717,7.496873285077373,10.412324007051907,153.18512980417546,0.0,0.0036083030823724
0,0,1,0,0,0,-516.121033,62.807545,-126.317528,-77.783699,-0.138245,-9.37236,-1.89716,-0.22,5,16,5.56,5.26,274.58391768701927,562.0789099905927,3745.3886531287662,1.2846897509821948,11.057499703983591,-55.6179050808976,18.07571077767129,11.184526908269255,16.776790362403887,144.05340973572177,0.3333333333333333,0.0110277126788949
0,0,1,0,0,0,-516.758728,31635.699219,-210.885727,-68.463203,-0.121679,-6.62394,-1.85036,-0.22,5,16,5.41,5.09,275.31793753619536,564.0771890736155,3659.8884064842114,1.3158695497335415,11.106125059131545,-56.07700823730149,18.09313314950519,9.642106295035518,14.463159442553277,140.7649387109312,0.6666666666666666,0.0100475667341049
0,0,1,0,0,0,-531.925049,-21.454466,-88.294724,-78.783096,-0.140021,-9.66708,-1.87579,-0.204,5,16,5.59,5.32,251.7121487343569,545.7310500218176,3650.453153830597,1.28009749525617,11.308419280286952,-56.2222752274237,17.622729109989887,10.085057855759054,15.12758678363858,140.40204437809987,0.6666666666666666,0.0102745996337343
0,0,1,0,0,0,-509.523529,63.944,-4.717596,-72.302803,-0.128504,-7.75616,-1.60673,-0.29,5,12,5.35,5.14,240.9974549539154,524.040614302177,3965.4909549924014,1.3847750883847758,10.886275359548524,-52.01809677907944,14.52154692355568,7.039765875784751,10.559648813677128,152.51888288432312,0.0,0.0006809645755171
0,0,1,0,0,0,-475.934143,32.601288,3.370161,-73.040497,-0.129815,-7.97369,-1.78148,-0.424,5,13,5.35,4.88,241.77645980418797,533.758042188932,4060.9795704086023,1.1607588031040057,11.230060860951694,-54.90119057070889,9.42550316213992,8.969769104651581,13.454653656977372,156.19152193879242,0.3333333333333333,0.001485232374782
0,0,1,0,0,0,-567.613953,-36.808994,5.386697,-73.087402,-0.129898,-7.98753,-2.03021,-0.3175,4,12,5.19,4.95,229.1330941127877,506.1547259487605,4468.007648047893,1.280789157222075,10.654678147537416,-49.40335363982542,20.140261839988447,2.7605374052234586,4.140806107835187,171.84644800184202,0.0,0.0023556913140492
0,0,1,0,0,0,-549.155884,902.633606,-48.103859,-71.7603,-0.127539,-7.59619,-1.75025,-0.328,5,15,5.36,5.09,248.03625278297065,557.4182417531124,4707.191527884941,1.081609401572791,11.899307268082376,-61.06568379450279,19.303987991961243,5.584353604835994,8.376530407253991,181.04582799557463,0.3333333333333333,0.0023594371358547
0,0,1,0,0,0,-487.748962,38.779736,14.854106,-72.186996,-0.128298,-7.72203,-1.71874,-0.382,5,13,5.38,5.27,242.98004451024684,519.0530286883264,5990.782754436367,1.4318631784319096,10.618191699156908,-49.98538605904415,12.92739990075383,11.706576961979136,17.559865442968707,230.4147213244757,0.3333333333333333,0.0058701619408282
0,0,1,0,0,0,-581.068542,-25.532377,-69.232681,-73.841698,-0.131239,-8.20997,-2.17182,-0.3725,4,15,5.16,4.9,256.669208785411,548.5509367046911,4356.324072409901,1.2786764601897258,11.226220304587695,-55.85898130985651,19.83537033289519,4.492794401624424,6.739191602436637,167.5509258619193,0.0,0.0029548609075047
0,0,1,0,0,0,-527.192871,-14.448589,-70.922195,-65.448196,-0.116321,-5.7349,-1.67816,-0.25,5,11,4.64,4.5,245.1370140911023,562.1241164764295,4379.956506463193,1.037713850434656,12.191811630204894,-63.455401080991656,14.81772724473198,7.490627285806922,11.235940928710384,168.45986563319974,0.0,0.0010531268854371
0,0,1,0,0,0,-482.790894,-5.443631,-32.646904,-68.156998,-0.121135,-6.53367,-1.94734,-0.4325,4,9,4.62,4.3,298.9882137956851,563.2958469570714,5831.571236174295,1.3662095557070104,10.165678198514856,-49.809845318785165,8.266915435185568,10.274894238926285,15.412341358389424,224.29120139131905,0.0,0.0008120569515034
0,0,1,0,0,0,-531.99707,423.475922,-32.671333,-71.963799,-0.127901,-7.6562,-2.11658,-0.4575,4,15,5.17,4.92,285.3830974484873,564.9425528152769,5046.020372658257,1.4026216840476784,10.752286744876525,-53.759850400456656,17.230725743727138,8.376530407253991,12.564795610880983,194.0777066407022,0.3333333333333333,0.0028594073016225
