pep length_3,pep length_4,pep length_5,pep length_8,pep length_9,pep length_10,APBS_Ligand,CHARMM,ElectDD,PLANTS_CHEMPLP,PLANTS_CHEMPLP_NORM_WEIGHT,PLANTS_CHEMPLP_RB_PEN_NORM_CRT_HEVATOMS,PLANTS_CHEMPLP_NORM_CONTACT,RPScore_Norm_LigContacts,RPScore_LigContacts,RPScore_RecContacts,XS_HPScore,XS_HSScore,DPSA1,PPSA1,MOMI-Z,PBF,PNSA1:nrb,WNSA2:nrb,RNCS:nrb,RPCS:nha,RPCS:nrb,MOMI-Z:nrb,Region 1,psi_prob
1,0,0,0,0,0,-611.192078,11.686881,-88.529678,-70.615303,-0.189133,-15.06,-2.35384,-1.648,5,18,5.48,5.62,-5.983643788858558,283.5522128940232,1946.1166515880277,1.0686814397509388,19.30239044552545,-56.10203580421784,13.988613000369874,7.077652506238701,12.267931010813747,129.74111010586847,0.0,0.0117899911116832
1,0,0,0,0,0,-629.927979,-6.420544,-66.498306,-59.7243,-0.159963,-11.3837,-2.05946,-1.806,5,17,5.45,5.61,16.343540401787095,296.38965034868863,1924.1347934357275,1.1870813337307455,18.66974066312677,-54.58022955174015,25.00174754485997,6.4509853572488165,11.181707952564617,128.27565289571515,0.0,0.0008246229319159
1,0,0,0,0,0,-576.317261,5967.489746,-53.285172,-42.155399,-0.112907,-5.4533,-1.45363,-1.326,5,18,5.55,5.43,-16.271862925080825,268.8901689079596,2322.2602773901663,1.1198897700644748,19.01080212220269,-53.41918809445294,14.619775097071646,7.051321953760136,12.222291386517568,154.81735182601108,0.0,0.0027894215435697
1,0,0,0,0,0,-575.68512,149.012039,-66.048409,-70.7192,-0.189411,-15.0951,-2.35731,-1.422,5,21,5.76,5.66,-13.200589341232842,282.8006642852737,2368.496024619646,1.2188447613655216,19.733416908433767,-57.92664959269616,30.901181020154077,7.00919306979443,12.149267987643675,157.89973497464308,0.0,0.003512815989548
1,0,0,0,0,0,-586.401001,769.305542,-75.76638,-54.210999,-0.145196,-9.52271,-1.86934,-1.53,5,16,5.35,5.45,-5.715673064317002,288.72947400799194,1750.6229966021992,1.1249863210273416,19.62967647148726,-58.05744440072392,19.25688437896221,7.130313611195836,12.359210259406115,116.70819977347996,0.0,0.0048526772144133
1,0,0,0,0,0,-594.545776,14.166625,-72.70771,-44.123501,-0.118178,-6.11765,-1.5215,-1.67,5,20,5.28,5.42,-12.688810623628,295.7835786204081,1339.484567557408,0.9809494652698674,20.564825949602405,-63.02199455837437,29.69038026321598,7.430481909451496,12.879501976382592,89.29897117049386,0.0,0.0035385977051792
1,0,0,0,0,0,-585.319885,56.743996,-80.767136,-53.0504,-0.142088,-9.13096,-1.82933,-1.428,5,17,5.36,5.39,-22.646501026854764,299.5313659127891,1851.9818002075492,0.9522307160385092,21.478524462642927,-67.72326958797527,25.22072214983813,6.914403080871589,11.98496534017742,123.46545334716996,0.0,0.0116497976792717
1,0,0,0,0,0,-566.180847,21.346313,-50.845928,-63.1012,-0.169007,-12.5236,-2.10337,-0.886,5,18,5.66,5.46,-39.74763010570837,257.9793782906788,2331.487930014161,0.9823228214424952,19.84846722642581,-55.93949223692966,21.073085514369343,4.823757214073401,8.361179171060563,155.43252866761077,0.0,0.0035357582442548
1,0,0,0,0,0,-487.024567,850.940002,-27.444246,-71.151199,-0.190568,-15.2409,-2.45349,-1.034,5,19,5.72,5.73,-20.913832540747023,296.7844880732736,2064.580093525828,0.911438071930368,21.17988804093471,-66.00541326318825,29.265311912376013,4.07596952368211,7.06501384104899,137.63867290172183,0.0,0.0076077508356592
1,0,0,0,0,0,-591.949646,55.776386,-69.388016,-47.076199,-0.126087,-7.11434,-1.62332,-1.368,5,16,5.27,5.25,4.291512909928144,306.39033779841185,1747.242907613445,0.9740221702810716,20.139921659232247,-62.152239497848406,16.9125680197842,7.003926959298716,12.14014006278444,116.482860507563,0.0,0.0099577099119216
